source_id,source_url,source_title,original_question,self_contained_question,question_type,clinical_domain,why_open,difficulty
PMID:33526942,https://pubmed.ncbi.nlm.nih.gov/33526942/,Medial preoptic area antagonistically mediates stress-induced anxiety and parental behavior.,How does the medial preoptic area coordinate anxiety regulation with social behavior?,What are the mechanistic bases for the antagonistic effects of mPOA glutamatergic vs GABAergic neurons on valence encoding and their competing projections to midbrain regions?,mechanism,Neuroscience,Study identifies neural populations and projections but does not fully characterize valence encoding mechanisms or explain antagonistic regulation principle,3
PMID:38238430,https://pubmed.ncbi.nlm.nih.gov/38238430/,Microglia regulate sleep through calcium-dependent modulation of norepinephrine transmission.,How do microglia regulate sleep and what is their specific relationship with immune system activity?,What are the molecular mechanisms by which microglial P2Y12-Gi signaling and calcium dynamics regulate norepinephrine transmission to control sleep-wake transitions?,mechanism,Neuroscience,Relationship between microglia and sleep was poorly understood; study reveals novel calcium-norepinephrine pathway but downstream clinical implications remain unclear,3
PMID:38049579,https://pubmed.ncbi.nlm.nih.gov/38049579/,Meningeal interleukin-17-producing T cells mediate cognitive impairment in a mouse model of salt-sensitive hypertension.,What are the mechanisms linking hypertension to cognitive impairment?,How can targeting meningeal T cells and IL-17 signaling in macrophages be therapeutically leveraged in human hypertension-induced cognitive impairment without affecting blood pressure?,treatment,Neurology,Study identifies meningeal IL-17 pathway but translational strategies and mechanisms independent of BP regulation unknown,4
PMID:36303070,https://pubmed.ncbi.nlm.nih.gov/36303070/,Mapping neurotransmitter systems to the structural and functional organization of the human neocortex.,How do receptor systems within macro-scale neuroanatomy shape emergent brain function?,"How do specific receptor distributions causally influence cognitive function, psychiatric symptoms, and disease-related cortical abnormalities in humans?",mechanism,Neuroscience,Atlas created but causal relationships between receptor distributions and function/dysfunction remain unclear,4
PMID:38168932,https://pubmed.ncbi.nlm.nih.gov/38168932/,Synaptic-like transmission between neural axons and arteriolar smooth muscle cells drives cerebral neurovascular coupling.,How is active neural information conveyed to targeted arterioles in the brain for neurovascular coupling?,Can targeting NsMJ transmission in humans be a viable therapeutic strategy for ischemic stroke without disrupting normal NVC function?,treatment,Neurology,Mechanism identified in mice but clinical translation and long-term consequences in human stroke models unknown,4
PMID:41174170,https://pubmed.ncbi.nlm.nih.gov/41174170/,TDP-43-dependent mis-splicing of KCNQ2 triggers intrinsic neuronal hyperexcitability in ALS/FTD.,Why are motor neurons hyperexcitable in ALS/FTD and what is the molecular basis?,What are the optimal antisense oligonucleotide designs and dosing strategies for correcting KCNQ2 mis-splicing in ALS/FTD patients without off-target effects?,treatment,Neurology,Mechanistic link established but clinical trial design and long-term efficacy/safety in patients remains unknown,4
PMID:33020660,https://pubmed.ncbi.nlm.nih.gov/33020660/,Disturbed mitochondrial dynamics in CD8,Can persistent metabolic insufficiency in tumor-infiltrating T cells lead to permanent dysfunction?,"What is the optimal dosing, timing, and combination of nicotinamide riboside with anti-PD-1 therapy to prevent terminal exhaustion in human T cells?",treatment,Oncology,Mitochondrial mechanism identified in preclinical models but clinical translation and patient biomarkers for NR supplementation unknown,3
PMID:34413521,https://pubmed.ncbi.nlm.nih.gov/34413521/,Selenium-GPX4 axis protects follicular helper T cells from ferroptosis.,What regulates the survival of follicular helper T cells in germinal centers?,What is the optimal selenium supplementation dose for enhancing TFH responses and improving vaccine efficacy in different patient populations?,treatment,Immunology,"Mechanistic pathway identified but optimal supplementation strategies, population-specific responses, and long-term immunogenicity in diverse groups unknown",3
PMID:41339491,https://pubmed.ncbi.nlm.nih.gov/41339491/,Single-cell multi-omic landscape reveals anatomical-specific immune features in adult and pediatric sepsis.,How does the anatomical source of infection shape sepsis outcomes and immune responses?,Can anatomical-specific and age-specific immune signatures guide personalized immunotherapy selection and predict patient outcomes in sepsis?,diagnosis,Critical Care,"Immune profiles delineated but predictive biomarkers, clinical decision algorithms, and therapeutic targeting strategies for precision immunotherapy remain unvalidated",4
PMID:36289450,https://pubmed.ncbi.nlm.nih.gov/36289450/,Divergent clonal differentiation trajectories of T cell exhaustion.,Do all T cell clones follow the same exhaustion trajectory under chronic antigen exposure?,How can TCR signaling avidity be therapeutically manipulated to favor protective TexKLR phenotypes over terminal exhaustion in human tumors?,treatment,Oncology,Clonal heterogeneity documented but strategies to influence TCR avidity and clone selection in human patients unknown,4
PMID:40524017,https://pubmed.ncbi.nlm.nih.gov/40524017/,The RNA-binding E3 ligase MKRN2 selectively disrupts Il6 translation to restrain inflammation.,Can RNA-binding E3 ligases regulate specific proinflammatory cytokine expression to treat autoimmune diseases?,What are the most selective MKRN2-activating strategies and which inflammatory autoimmune conditions would benefit most from IL-6 translational inhibition therapy?,treatment,Rheumatology,"Molecular mechanism identified but therapeutic strategies for activation, patient selection, and off-target effects on other IL-6 functions remain unclear",3
PMID:41872505,https://pubmed.ncbi.nlm.nih.gov/41872505/,Chemokine-defined macrophage niches establish spatial organization of tumor immunity.,How does macrophage lineage and spatial organization shape antitumor immunity?,Can in vivo targeting of specific chemokine-macrophage interactions and moDC migration be safely combined with neoantigen vaccination in human tumors?,treatment,Oncology,"Spatial organization principles identified but clinical translation, patient selection biomarkers, and combination strategies in humans unvalidated",4
PMID:37857825,https://pubmed.ncbi.nlm.nih.gov/37857825/,Cell-autonomous effects of APOE4 in restricting microglial response in brain homeostasis and Alzheimer's disease.,How does APOE4 impair microglial function and contribute to Alzheimer's disease pathology?,Can microglial-targeted therapies or lipid metabolism modulators specifically counteract APOE4-mediated amyloid pathology in APOE4 carriers?,treatment,Neurology,APOE4 isoform-dependent effects characterized but therapeutic strategies for APOE4 carriers and reversal of pathway impairment in humans remain unproven,4
PMID:40847243,https://pubmed.ncbi.nlm.nih.gov/40847243/,SATB1 is a key regulator of quiescence in stem-like CD8,How are stem-like CD8 T cell properties maintained under persistent antigen stimulation?,Can SATB1 activation or epigenetic reprogramming be therapeutically used to enhance memory CD8 T cell formation and prevent exhaustion in human viral infections?,treatment,Immunology,"Regulatory pathway identified but clinical approaches for SATB1 modulation, patient selection, and long-term memory enhancement outcomes unknown",3
PMID:37697097,https://pubmed.ncbi.nlm.nih.gov/37697097/,Control of nutrient uptake by IRF4 orchestrates innate immune memory.,How do natural killer cells integrate signals to mount adaptive responses during viral infection?,Can IRF4-dependent nutrient uptake checkpoint be pharmacologically targeted to enhance NK cell responses against human viral infections or cancer?,treatment,Immunology,Signal integration role identified but metabolic checkpoint targeting strategies and clinical efficacy in human infections/malignancy unknown,3
PMID:40804530,https://pubmed.ncbi.nlm.nih.gov/40804530/,Circadian circuits control plasticity of group 3 innate lymphoid cells by sustaining epigenetic configuration of RORγt.,How do circadian proteins control ILC3 plasticity and prevent conversion to ILC1?,Can circadian-based or REV-ERB-targeted therapies restore ILC3 function and prevent inflammatory bowel disease in genetically predisposed patients?,treatment,Gastroenterology,Circadian clock mechanism identified but therapeutic strategies exploiting REV-ERBα/β manipulation and patient selection for IBD prevention unknown,3
PMID:35505248,https://pubmed.ncbi.nlm.nih.gov/35505248/,Longitudinal multi-omics analyses link gut microbiome dysbiosis with recurrent urinary tract infections in women.,What is the role of the gut microbiota in recurrent urinary tract infections?,"Can targeted microbiota restoration, butyrate supplementation, or immune modulation prevent rUTI in genetically susceptible women?",prevention,Urology,"Gut-bladder axis dysbiosis documented but causal mechanisms, restoration strategies, and patient selection criteria for microbiota-targeted prevention unknown",3
PMID:38858595,https://pubmed.ncbi.nlm.nih.gov/38858595/,Pseudomonas aeruginosa breaches respiratory epithelia through goblet cell invasion in a microtissue model.,How does P. aeruginosa disseminate and invade the respiratory epithelial barrier?,Can virulence factor inhibitors targeting Type 3 or Type 6 secretion systems reduce P. aeruginosa lung infections in mechanically ventilated patients?,treatment,Pulmonology,Goblet cell invasion mechanism characterized in organoids but therapeutic targeting strategies and efficacy in human ventilator-associated pneumonia unknown,3
PMID:33986530,https://pubmed.ncbi.nlm.nih.gov/33986530/,IFI16 directly senses viral RNA and enhances RIG-I transcription and activation to restrict influenza virus infection.,How does IFI16 regulate RIG-I signaling to control influenza virus infection?,Can IFI16-RIG-I pathway enhancement be therapeutically used to improve interferon responses and reduce severity in human influenza or other RNA virus infections?,treatment,Infectious Disease,"Regulatory pathway identified but strategies for pathway enhancement, optimal timing of intervention, and clinical efficacy in human viral infections unknown",3
PMID:40404827,https://pubmed.ncbi.nlm.nih.gov/40404827/,Kaposi's sarcoma-associated herpesvirus induces mitochondrial fission to evade host immune responses and promote viral production.,How does KSHV manipulate mitochondrial dynamics to escape host defense?,Can inhibitors of vBcl-2-NM23-H2 interaction be developed as antivirals for KSHV-associated malignancies with acceptable toxicity in patients?,treatment,Oncology,"Virus-mitochondria interface mechanism identified but drug development feasibility, selectivity, and clinical efficacy in KSHV-associated Kaposi sarcoma unknown",4
PMID:40629111,https://pubmed.ncbi.nlm.nih.gov/40629111/,Amino acid changes in two viral proteins drive attenuation of the yellow fever 17D vaccine.,Which sequence differences in 17D lead to virulence or attenuation?,Can rational mutagenesis strategies identified from 17D be successfully applied to create safe live-attenuated vaccines for other pathogenic viruses?,methodology,Infectious Disease,"Attenuation mutations identified in 17D but generalizability, safety testing requirements, and application to other viral pathogens remain unvalidated",3
PMID:40588593,https://pubmed.ncbi.nlm.nih.gov/40588593/,"High-resolution map of the Plasmodium falciparum genome reveals MORC/ApiAP2-mediated links between distant, functionally related genes.",How are genes spatially organized in the malaria parasite and how does this organization affect function?,Can genome organization principles targeting AP2-P or MORC be exploited to disrupt antigenic variation or stage-specific gene expression as antimalarial strategies?,treatment,Infectious Disease,Genome organization machinery characterized but therapeutic exploitation strategies and feasibility of targeting 3D chromatin architecture in parasites unknown,4
PMID:40425830,https://pubmed.ncbi.nlm.nih.gov/40425830/,Ecology and evolutionary trajectories of morbilliviruses in Neotropical bats.,What is the role of bats in the evolutionary origins of morbilliviruses like measles?,What surveillance strategies and intervention measures can effectively prevent zoonotic spillover of bat morbilliviruses to humans while balancing ecological impacts?,prevention,Infectious Disease,"Bat reservoir ecology and spillover risk identified but surveillance infrastructure, prediction models, and intervention feasibility in Neotropical regions remain unvalidated",4
PMID:40437296,https://pubmed.ncbi.nlm.nih.gov/40437296/,Distinct non-canonical translation initiation modes arise for specific host and viral mRNAs during poxvirus-induced shutoff.,How do certain host mRNAs continue translation during viral shutoff?,Can host translation reinitiation mechanisms be selectively blocked without disrupting essential host mRNAs during poxvirus infection?,treatment,Infectious Disease,"Differential translation initiation mechanisms identified but therapeutic selectivity, delivery strategies, and efficacy in viral infection models unknown",4
PMID:41168431,https://pubmed.ncbi.nlm.nih.gov/41168431/,Human immunodeficiency virus and antiretroviral therapies exert distinct influences across diverse gut microbiomes.,How do HIV infection and antiretroviral medications alter gut microbiota composition and function?,Can geographic-specific and microbiome-guided antiretroviral therapy selection reduce efavirenz-associated dysbiosis and atherosclerosis risk in African HIV patients?,treatment,Infectious Disease,Geography-dependent microbiome effects documented but clinical algorithms for therapy selection and interventions to reverse efavirenz-induced dysbiosis unknown,3
PMID:40998980,https://pubmed.ncbi.nlm.nih.gov/40998980/,Dynamic expression of candidalysin facilitates oral colonization of Candida albicans in mice.,Why does a commensal fungus retain pathogenic virulence factors?,Can ECE1 expression inhibitors prevent C. albicans oral colonization and mucosal disease while preserving commensal status?,treatment,Infectious Disease,Ecological role of candidalysin in colonization established but therapeutic targeting strategies that preserve commensalism and efficacy in oropharyngeal candidiasis unknown,3
PMID:39196113,https://pubmed.ncbi.nlm.nih.gov/39196113/,Accelerated biological aging elevates the risk of cardiometabolic multimorbidity and mortality.,How does biological aging relate to development of cardiometabolic multimorbidity?,Can biological age acceleration be reversed or slowed to prevent cardiometabolic multimorbidity progression in at-risk individuals?,prevention,Cardiology,"Biological aging measures predict CMM risk but reversibility, intervention targets, and personalized prevention strategies remain unproven in clinical trials",3
PMID:39653824,https://pubmed.ncbi.nlm.nih.gov/39653824/,Clonal hematopoiesis-related mutant ASXL1 promotes atherosclerosis in mice via dysregulated innate immunity.,How do somatic ASXL1 mutations in clonal hematopoiesis increase cardiovascular disease risk?,Can IRAK1/4 inhibition reduce atherosclerosis progression in humans carrying clonal hematopoiesis ASXL1 mutations?,treatment,Cardiology,"CH-mediated atherosclerosis mechanism identified but translational strategy for IRAK inhibition, patient stratification, and long-term cardiovascular outcomes in humans unknown",3
PMID:39223390,https://pubmed.ncbi.nlm.nih.gov/39223390/,α-Ketoglutarate promotes cardiomyocyte proliferation and heart regeneration after myocardial infarction.,How can adult cardiomyocytes be stimulated to reenter the cell cycle?,"What is the optimal α-ketoglutarate dosing, timing, and combination therapy to promote human cardiomyocyte proliferation and functional recovery after myocardial infarction?",treatment,Cardiology,"Metabolic mechanism for cardiomyocyte proliferation identified but human clinical translation, optimal dosing, timing, and combination strategies unknown",3
PMID:39455836,https://pubmed.ncbi.nlm.nih.gov/39455836/,Bone-marrow macrophage-derived GPNMB protein binds to orphan receptor GPR39 and plays a critical role in cardiac repair.,What is the role of GPNMB in cardiac injury and function?,Can circulating GPNMB augmentation or GPR39 activation be therapeutically used to improve cardiac function and prevent cardiomyocyte dysfunction after myocardial infarction?,treatment,Cardiology,"GPNMB-GPR39 pathway identified but therapeutic strategies for GPNMB delivery, GPR39 agonist development, and clinical efficacy in human MI unknown",3
PMID:39196225,https://pubmed.ncbi.nlm.nih.gov/39196225/,A transcriptional enhancer regulates cardiac maturation.,What role do cis-regulatory elements play in cardiomyocyte maturation and heart disease?,Can ACTN2 enhancer activation via enCRISPRa or small molecule approaches improve hPSC-CM maturation for transplantation and disease modeling?,treatment,Cardiology,"Enhancer role in CM maturation established but in vivo gene therapy feasibility, off-target effects, and clinical application in heart regeneration unknown",3
PMID:40993371,https://pubmed.ncbi.nlm.nih.gov/40993371/,Cardiac adaptation to endurance exercise training requires suppression of GDF15 via PGC-1α.,What is the importance of PGC-1α to exercise-induced adaptations in the heart?,"How does PGC-1α regulate cardiac adaptation to endurance exercise training, and what is the role of GDF15 suppression in this process?",mechanism,Cardiology,The importance of PGC-1α to exercise-induced adaptations in the heart had been unclear before this study.,4
PMID:40993371,https://pubmed.ncbi.nlm.nih.gov/40993371/,Cardiac adaptation to endurance exercise training requires suppression of GDF15 via PGC-1α.,How does PGC-1α loss prevent exercise benefits?,What are the molecular mechanisms by which cardiomyocyte-specific PGC-1α deletion prevents heart adaptation to exercise and leads to heart failure?,mechanism,Cardiology,The pathophysiological consequence of PGC-1α loss in cardiac adaptation needed mechanistic clarification.,4
PMID:39196061,https://pubmed.ncbi.nlm.nih.gov/39196061/,Cell-intrinsic effects of clonal hematopoiesis in heart failure.,Are CHIP-associated inflammation signatures derived from mutant cells or indicate systemic pro-inflammatory activation?,"What are the cell-intrinsic effects of CHIP mutant hematopoietic cells in heart failure patients, and how do they contribute to worse prognosis?",mechanism,Cardiology,Whether CHIP signatures are cell-intrinsic or systemic was unclear; understanding cell-intrinsic effects remained unresolved.,4
PMID:41073815,https://pubmed.ncbi.nlm.nih.gov/41073815/,Microtubule forces drive nuclear damage in LMNA cardiomyopathy.,What is the cardioprotective mechanism of LINC complex disruption in LMNA-associated cardiomyopathy?,"How do microtubule forces drive nuclear damage in LMNA cardiomyopathy, and what is the relationship between microtubule disruption and cardioprotection?",mechanism,Cardiology,The cardioprotective mechanism of LINC complex disruption in LMNA cardiomyopathy remained unclear.,5
PMID:41107595,https://pubmed.ncbi.nlm.nih.gov/41107595/,PRDM16 regulates smooth muscle cell identity and atherosclerotic plaque composition.,What mechanisms drive synthetic SMC phenotype switching in atherosclerosis?,"What is the role of PRDM16 as a transcriptional regulator of smooth muscle cell fate, and how does its loss contribute to atherosclerotic plaque composition changes?",mechanism,Cardiology,The mechanisms driving the synthetic SMC transition in atherosclerotic lesions remained unclear.,4
PMID:40087523,https://pubmed.ncbi.nlm.nih.gov/40087523/,Maternal high-fat diet exacerbates atherosclerosis development in offspring through epigenetic memory.,What are the mechanisms underlying maternal diet-induced atherosclerosis susceptibility in offspring?,How does maternal high-fat diet exposure induce epigenetic memory through AP-1-mediated chromatin dynamics that exacerbates atherosclerosis in adult offspring?,mechanism,Cardiology,The underlying mechanisms by which maternal WD increases offspring atherosclerosis susceptibility remained unclear.,4
PMID:38698281,https://pubmed.ncbi.nlm.nih.gov/38698281/,Inhibition of fatty acid uptake by TGR5 prevents diabetic cardiomyopathy.,What is the precise role of the bile acid-TGR5 pathway in maintaining cardiometabolic homeostasis?,How does the TGR5-DHHC4 pathway regulate cardiac fatty acid uptake and lipid accumulation in diabetic cardiomyopathy?,mechanism,Cardiology,The precise involvement of the bile acid-TGR5 pathway in maintaining cardiometabolic homeostasis remained unclear.,4
PMID:38773347,https://pubmed.ncbi.nlm.nih.gov/38773347/,Glycolytic enzyme PFKL governs lipolysis by promoting lipid droplet-mitochondria tethering to enhance β-oxidation and tumor cell proliferation.,What mechanisms allow glycolytic enzymes to function as protein kinases under metabolic stress?,How does PFKL acquire a moonlight function as a protein kinase to promote lipid droplet-mitochondria tethering and enable tumor cell proliferation under glucose deprivation?,mechanism,Oncology,The mechanism of lipid droplet tethering with mitochondria for fatty acid oxidation under energy stress remained unclear.,4
PMID:32958939,https://pubmed.ncbi.nlm.nih.gov/32958939/,Metabolic and epigenetic regulation of T-cell exhaustion.,How does metabolic stress contribute to T-cell exhaustion and what are the underlying mechanisms?,"What are the relationships between metabolic insufficiency, signaling cascades, and epigenetic reprogramming that lock T cells into an exhausted state during chronic viral infection and tumor development?",mechanism,Immunology,How metabolic stress affects T-cell exhaustion and the precise signaling/epigenetic mechanisms remained unclear.,4
PMID:36959514,https://pubmed.ncbi.nlm.nih.gov/36959514/,Loss of fatty acid degradation by astrocytic mitochondria triggers neuroinflammation and neurodegeneration.,What is the pathophysiological role of astrocytic mitochondrial oxidative phosphorylation in neurodegeneration?,"How does impaired astrocytic fatty acid oxidation trigger lipid accumulation and lead to neuroinflammation, demyelination, and cognitive impairment resembling Alzheimer's disease?",mechanism,Neurology,The pathophysiological role of astrocytic OxPhos in maintaining brain lipid homeostasis and preventing neurodegeneration remained unclear.,4
PMID:40329009,https://pubmed.ncbi.nlm.nih.gov/40329009/,The gut microbiome and cancer: from tumorigenesis to therapy.,How does the gut microbiome modulate treatment responses in cancer therapy?,"What is the precise role of gut microbiota composition and microbial metabolites in modulating chemotherapy, radiotherapy, targeted therapy, and immunotherapy responses in cancer patients?",treatment,Oncology,"The precise role of the microbiome in modulating treatment responses remains unclear, as does the relationship between specific bacterial species and therapy outcomes.",4
PMID:38702440,https://pubmed.ncbi.nlm.nih.gov/38702440/,Acetate reprogrammes tumour metabolism and promotes PD-L1 expression and immune evasion by upregulating c-Myc.,Does acetate reprogram tumor metabolism and promote immune evasion?,"How does acetate metabolism reprogram tumor glucose metabolism, lipid synthesis, and c-Myc acetylation to promote PD-L1 expression and CD8+ T cell suppression?",mechanism,Oncology,Whether acetate reprograms tumor metabolism and plays a role in immune evasion remained unclear.,4
PMID:39779889,https://pubmed.ncbi.nlm.nih.gov/39779889/,Intestinal TM6SF2 protects against metabolic dysfunction-associated steatohepatitis through the gut-liver axis.,What is the role of host-microbe interactions in MASH development?,How does intestinal epithelial TM6SF2 dysfunction alter the gut microbiota and trigger lysophosphatidic acid-mediated progression from dysbiosis to metabolic dysfunction-associated steatohepatitis?,mechanism,Hepatology,The role of host-microbe interactions in MASH development remained unclear.,4
PMID:36717749,https://pubmed.ncbi.nlm.nih.gov/36717749/,Extracellular acidosis restricts one-carbon metabolism and preserves T cell stemness.,How does an acidic microenvironment affect T cell metabolism and differentiation?,What are the mechanisms by which extracellular acidosis reprograms T cell metabolism and impairs methionine uptake to preserve T cell stemness and improve anti-tumor efficacy?,mechanism,Immunology,How an acidic environment affects T cell metabolism and differentiation to preserve stemness remained unclear.,4
PMID:36203054,https://pubmed.ncbi.nlm.nih.gov/36203054/,Microglial hexokinase 2 deficiency increases ATP generation through lipid metabolism leading to β-amyloid clearance.,What is the contribution of energy metabolism to microglial function in Alzheimer's disease?,How does hexokinase 2 inhibition reprogram microglial energy metabolism toward lipid oxidation to enhance ATP production and increase phagocytic clearance of β-amyloid?,mechanism,Neurology,The contribution of energy metabolism to microglial phagocytosis and β-amyloid clearance in AD remained unclear.,4
PMID:33619379,https://pubmed.ncbi.nlm.nih.gov/33619379/,Gut microbiome pattern reflects healthy ageing and predicts survival in humans.,Why is compositional uniqueness of the gut microbiome associated with healthy aging?,"What are the mechanisms linking increasing gut microbiome compositional uniqueness to healthy aging, and how do distinct microbial metabolic outputs relate to survival in older adults?",mechanism,Geriatrics,The biological significance of increasing microbiome uniqueness in healthy aging and its metabolic drivers remained unclear.,4
PMID:37982031,https://pubmed.ncbi.nlm.nih.gov/37982031/,Network-specific metabolic and haemodynamic effects elicited by non-invasive brain stimulation.,What are the network-specific mechanisms by which TMS produces therapeutic effects in depression?,How does repetitive transcranial magnetic stimulation produce opposing local metabolic effects and increased inter-network connectivity depending on the brain network targeted?,mechanism,Psychiatry,The mechanisms of TMS propagation across distributed brain networks and its therapeutic effects remained unresolved.,4
PMID:35731891,https://pubmed.ncbi.nlm.nih.gov/35731891/,Molecular signatures of long-term hepatocellular carcinoma risk in nonalcoholic fatty liver disease.,How can HCC risk be predicted in patients with nonalcoholic fatty liver disease?,"What transcriptomic and secretomic signatures can accurately predict long-term hepatocellular carcinoma risk in NAFLD patients, and which molecular mechanisms drive progression?",mechanism,Hepatology,Prediction of HCC risk in NAFLD patients remains an urgent unmet clinical need.,4
PMID:35731891,https://pubmed.ncbi.nlm.nih.gov/35731891/,Molecular signatures of long-term hepatocellular carcinoma risk in nonalcoholic fatty liver disease.,Can HCC risk signatures be modified by therapeutic interventions?,"How do bariatric surgery, lipophilic statins, and IDO1 inhibitors modify NAFLD-associated HCC risk signatures, and can these signatures serve as surrogate endpoints in chemoprevention trials?",treatment,Hepatology,Whether HCC risk signatures can be therapeutically modified and used as trial endpoints remained unvalidated.,4
PMID:35767653,https://pubmed.ncbi.nlm.nih.gov/35767653/,Delivery of therapeutic carbon monoxide by gas-entrapping materials.,Can carbon monoxide be safely delivered to the gastrointestinal tract for therapeutic benefit?,What is the optimal formulation and delivery mechanism for therapeutic carbon monoxide administration to treat inflammatory bowel disease and radiation-induced gut injury?,treatment,Gastroenterology,The capacity to safely deliver CO to the GI tract presented an unmet clinical need.,3
PMID:34910548,https://pubmed.ncbi.nlm.nih.gov/34910548/,A small molecule targeting ALOX12-ACC1 ameliorates nonalcoholic steatohepatitis in mice and macaques.,What are effective therapies for nonalcoholic steatohepatitis?,"How does targeting the ALOX12-ACC1 interaction prevent NASH progression, and what are the advantages of this approach over direct ACC inhibition?",treatment,Hepatology,The development of effective therapies for NASH represents a major unmet clinical need.,3
PMID:37224228,https://pubmed.ncbi.nlm.nih.gov/37224228/,Targeted delivery of tumor necrosis factor in combination with CCNU induces a T cell-dependent regression of glioblastoma.,What combination therapies can effectively treat glioblastoma?,How does combined L19TNF and CCNU therapy induce T cell-dependent tumor regression in glioblastoma through enhanced antigen presentation and reduced immunosuppression?,treatment,Oncology,Glioblastoma remains the most aggressive primary brain tumor with unmet need for more effective therapies.,4
PMID:38055799,https://pubmed.ncbi.nlm.nih.gov/38055799/,Intervertebral disc human nucleus pulposus cells associated with back pain trigger neurite outgrowth in vitro and pain behaviors in rats.,What is the pain-inducing mechanism in degenerating intervertebral discs?,What phenotypic changes in nucleus pulposus cells under degeneration conditions lead to neurite outgrowth activation and discogenic low back pain?,mechanism,Orthopedics,"The pain-inducing mechanism in degenerating discs remained to be elucidated, representing a clinically unmet need.",4
PMID:37729433,https://pubmed.ncbi.nlm.nih.gov/37729433/,A bioengineered trachea-like structure improves survival in a rabbit tracheal defect model.,Can bioengineered tracheal structures repair or replace damaged trachea?,"What design principles for bioengineered cartilage-fiber tracheal scaffolds enable adequate mechanical strength, vascularization, and functional integration for successful tracheal replacement?",treatment,Surgery,A practical strategy for engineering a functional trachea-like structure for repair or replacement represents an unmet clinical need.,4
PMID:33055244,https://pubmed.ncbi.nlm.nih.gov/33055244/,Tissue engineered autologous cartilage-bone grafts for temporomandibular joint regeneration.,Can tissue engineering enable precise functional reconstruction of the temporomandibular joint?,"What is the optimal approach for engineering anatomically precise, autologous cartilage-bone grafts that can regenerate functional TMJ tissue with appropriate mechanical properties?",treatment,Dentistry,Precise functional reconstruction of native-like cartilage and bone tissues in the TMJ represents an unmet clinical need.,4
PMID:36449601,https://pubmed.ncbi.nlm.nih.gov/36449601/,Topical reinforcement of the cervical mucus barrier to sperm.,Can the cervical mucus barrier be reinforced to provide effective contraception without systemic effects?,How can chitosan polymers be formulated as vaginal gels to effectively reinforce the cervical mucus barrier against sperm penetration with adequate safety and efficacy?,treatment,Reproductive Medicine,"Close to half of pregnancies remain unplanned, reflecting an unmet need for effective, side-effect-free contraception.",3
PMID:36103512,https://pubmed.ncbi.nlm.nih.gov/36103512/,A shift in lung macrophage composition is associated with COVID-19 severity and recovery.,What immune mechanisms drive COVID-19 severity and mortality?,"How does altered alveolar macrophage composition and trafficking of monocyte-derived macrophages contribute to COVID-19 severity, and can modulation of these cells improve outcomes?",mechanism,Pulmonology,Therapies to treat COVID-19 and other inflammatory diseases remain a major unmet medical need.,4
PMID:35020406,https://pubmed.ncbi.nlm.nih.gov/35020406/,Oncostatin M expression induced by bacterial triggers drives airway inflammatory and mucus secretion in severe asthma.,What molecular mechanisms drive bacterial-associated asthma exacerbations?,How do bacterial lipopolysaccharides and pathogenic bacteria induce oncostatin M expression in macrophages to drive airway inflammation and mucus hypersecretion in severe asthma?,mechanism,Pulmonology,"The molecular mechanisms driving bacterial-associated asthma exacerbations remained unclear, representing an unmet clinical need.",4
PMID:35427179,https://pubmed.ncbi.nlm.nih.gov/35427179/,Classification of human chronic inflammatory skin disease based on single-cell immune profiling.,What are the molecular drivers of different chronic inflammatory skin diseases?,"What distinct T cell transcriptional signatures, antigen-presenting cell perturbations, and innate lymphoid cell abnormalities differentiate atopic dermatitis, psoriasis, and other inflammatory skin conditions?",mechanism,Dermatology,The molecular dysregulation underlying many individual inflammatory skin disease cases remained unclear.,4
PMID:40153488,https://pubmed.ncbi.nlm.nih.gov/40153488/,An aging bone marrow exacerbates lung fibrosis by fueling profibrotic macrophage persistence.,How does hematopoietic aging influence fibrosis progression?,What are the cell-intrinsic and cell-extrinsic mechanisms by which aged bone marrow hematopoiesis promotes monocyte-derived macrophage accumulation and perpetuates a profibrotic state in pulmonary fibrosis?,mechanism,Pulmonology,How hematopoietic aging influences immune responses and fibrosis progression remained unclear.,4
PMID:40117344,https://pubmed.ncbi.nlm.nih.gov/40117344/,DNMT1 inhibition reprograms T cells to NK-like cells with potent antitumor activity.,How can T cells be reprogrammed into NK-like cells with enhanced anti-tumor activity?,"What epigenetic mechanisms maintain T cell identity through DNMT1-BCL11B cooperation, and how can DNMT1 inhibition reprogram T and CAR-T cells into NK-like cells with enhanced cytotoxicity?",mechanism,Immunology,The molecular mechanisms safeguarding T cell identity and enabling reprogramming into NK-like cells for cancer immunotherapy remained unclear.,4
PMID:40053604,https://pubmed.ncbi.nlm.nih.gov/40053604/,Continuous expression of TOX safeguards exhausted CD8 T cell epigenetic fate.,Whether TOX continually preserves Tex biology after Tex establishment,What is the role of continuous TOX expression in maintaining the epigenetic fate of exhausted CD8 T cells after their establishment?,mechanism,Oncology,"Although checkpoint blockade temporarily improves exhausted CD8 T cell function, the underlying Tex epigenetic landscape remains largely unchanged, preventing durable Tex reinvigoration in cancer and chronic infections.",3
